Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type
^BVSP,128531.71,2025/02/18,18:20 BRT,-20.421875,128552.68,129293.71,128012.49,0,,,,,,,,
